distribution_substation_id,pole_id,name_sd,swer_num_z,phase_colour_cd,status_cd,operating_level_cd,ue_owned_yn,other_db_supply_yn,csc_code_z,type_cd,engineering_analysis_load_kw,maximum_demand_amps_lct,maximum_demand_install_capacity_kva,maximum_demand_kw,maximum_demand_thermal_rating_kva,power_factor_pf,sap_id,gis_id,location_pt,install_date_dt,construction_date_dt,cmen_area_yn,earth_type_cd,changed_on_ts,created_on_ts,effective_from_ts,effective_to_ts,is_deleted_yn,bush_fire_risk_rating_cd
10165,,JACARANDA PAR,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,406.39,300.000,256.220,311.720,0.9100,DS-000082598598,82598598,"",1996-09-19,1993-05-01,Y,separate HV and LV,2022-04-27 02:56:10+10,2022-04-27 02:56:10+10,2022-04-22 17:53:17+10,9999-12-31 23:59:59+11,N,LBRA
11804,,KALIMNA MILLICENT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,264.40,315.000,167.610,217.190,0.9150,DS-000089940037,89940037,"",1996-09-19,1989-05-01,Y,separate HV and LV,2022-04-27 02:56:10+10,2022-04-27 02:56:10+10,2022-04-22 17:53:21+10,9999-12-31 23:59:59+11,N,LBRA
12226,,BARKLY MORVEN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,478.89,315.000,301.924,237.500,0.9100,DS-000079451911,79451911,"",1996-09-19,1989-02-01,Y,separate HV and LV,2022-11-04 02:50:48+11,2022-11-04 02:50:48+11,2022-11-03 20:15:40+11,9999-12-31 23:59:59+11,N,LBRA
179,,NEPEAN BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,500.000,277.000,523.000,0.0000,DS-000114336922,114336922,"",1999-05-10,1998-05-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:54+11,2019-08-02 20:24:28+10,N,LBRA
691,,RACECOURSE 2 BUNGOWER,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,1000.000,150.000,1180.000,0.0000,DS-000129529354,129529354,"",2010-07-13,2009-07-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:07:04+11,2019-08-02 20:23:33+10,N,LBRA
710,,GRANT SHOTTON,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,34.000,130.000,0.0000,DS-000109468223,109468223,"",1998-11-05,1997-11-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:53+11,2019-08-02 20:22:58+10,N,HBRA
798,,SUNNYSIDE ROYSTON,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,30.000,267.000,0.0000,DS-000049401313,49401313,"",1996-09-19,1958-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:38+10,N,HBRA
1011,,ROBERTS L2 MTN TYABB,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,8.000,15.000,0.0000,DS-000049412921,49412921,"",1996-09-19,1984-11-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:13+10,N,HBRA
1016,,NEPEAN THOMAS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,51.000,119.000,0.0000,DS-000049389336,49389336,"",1996-09-19,1970-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:24:27+10,N,LBRA
1431,,SUNNYSIDE 2 NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,63.000,118.000,0.0000,DS-000049401319,49401319,"",1996-09-19,1932-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:00+10,N,HBRA
1638,,HOMEMAKER BUNGOWER,0,RWB,in service,distribution,Y,N,11,indoor,0.000,0.00,2000.000,788.000,1891.000,0.0000,DS-000121379482,121379482,"",2004-06-25,2003-06-01,Y,,2019-08-04 13:21:06+10,2019-04-12 09:10:44+10,2019-04-11 20:00:39+10,2019-08-02 20:23:56+10,N,LBRA
1896,,LEILANI P4 ROBERTS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,13.000,137.000,0.0000,DS-000049412999,49412999,"",1996-09-19,1985-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:22:49+10,N,LBRA
1968,,BARKLY TANTI,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,500.000,298.000,508.000,0.0000,DS-000049964496,49964496,"",1996-09-19,1988-05-01,Y,CMEN,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:27+11,2019-08-02 20:24:01+10,N,LBRA
2092,,DAMPIER EXFORD,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,300.000,137.000,328.000,0.0000,DS-000049401259,49401259,"",1996-09-19,1989-10-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:13+10,N,LBRA
2367,,ROBERTS P7 BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,63.000,12.000,35.000,0.0000,DS-000049412969,49412969,"",1996-09-19,1983-11-01,N,Unknown,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:16+10,N,LBRA
2461,,COBB WOORALLA,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,16.000,33.000,0.0000,DS-000050559332,50559332,"",1996-09-19,1981-12-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:22:40+10,N,HBRA
2515,,MOORDUC P150 BUNGWR,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,7.000,27.000,0.0000,DS-000050559308,50559308,"",1996-09-19,1979-08-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:23:27+10,N,HBRA
2544,,OAKBANK NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,137.000,51.000,0.0000,DS-000049401283,49401283,"",2002-01-29,1963-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:23:35+10,N,HBRA
2609,,PADUA RAILWAY,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,12.000,57.000,0.0000,DS-000088994617,88994617,"",2002-02-18,1994-05-01,Y,Unknown,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:50+11,2019-08-02 20:23:51+10,N,HBRA
2731,,TERRIGAL BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,34.000,127.000,0.0000,DS-000049401253,49401253,"",1996-09-19,1981-09-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:23:03+10,N,LBRA
2763,,ROBERTS L8 BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,14.000,13.000,0.0000,DS-000049412945,49412945,"",1996-09-19,1987-03-01,N,Unknown,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:57+10,N,LBRA
3403,,MORELL HERBERT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,349.000,369.000,0.0000,DS-000076956545,76956545,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-06-28 09:53:21+10,2018-06-28 02:00:45+10,2019-08-02 20:23:38+10,N,LBRA
3602,,BUNGOWER ROBERTS,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,13.000,75.000,0.0000,DS-000049413047,49413047,"",1996-09-19,1978-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:17+10,N,HBRA
3781,,COBB NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,300.000,5.000,450.000,0.0000,DS-000049413077,49413077,"",1996-09-19,1977-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:22:50+10,N,HBRA
3847,,HILLPARK OBOE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,300.000,76.000,384.000,0.0000,DS-000049401295,49401295,"",1996-09-25,1991-03-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:46+10,N,LBRA
3982,,ROBERTS L6 MTN TYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,3.000,27.000,0.0000,DS-000049412927,49412927,"",1996-09-19,1985-08-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:58+10,N,HBRA
4525,,ROBERTS P4 BUNGOWER,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,12.000,38.000,0.0000,DS-000049412975,49412975,"",1996-09-19,1983-09-01,N,Unknown,2019-08-04 13:21:06+10,2018-08-31 09:16:21+10,2018-08-31 02:01:01+10,2019-08-02 20:23:35+10,N,LBRA
4540,,PINECLIFF 2 SUNNYSIDE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,100.000,14.000,150.000,0.0000,DS-000114333811,114333811,"",1999-03-22,1976-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:54+11,2019-08-02 20:24:55+10,N,HBRA
4829,,PADUA COLLEGE OAKBANK,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,1000.000,376.000,423.000,0.0000,DS-000121611628,121611628,"",2004-08-16,2018-07-01,Y,,2019-08-04 13:21:06+10,2018-07-25 09:07:06+10,2018-07-25 02:00:51+10,2019-08-02 20:23:23+10,N,LBRA
4910,,TALLIS BARKLY,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,98.000,242.000,0.0000,DS-000049389378,49389378,"",1996-09-19,1974-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:23:45+10,N,LBRA
5242,,ROBERTS P10 BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,15.000,88.000,0.0000,DS-000088994659,88994659,"",1996-09-19,1980-12-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:50+11,2019-08-02 20:23:05+10,N,HBRA
5427,,PADUA OAKBANK,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,11.000,473.000,0.0000,DS-000049413059,49413059,"",2002-02-18,1983-11-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:56+10,N,HBRA
5735,,ROBERTS L4 BUNGOWER,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,9.000,15.000,0.0000,DS-000049412957,49412957,"",1996-09-19,1981-07-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:36+10,N,LBRA
6055,,RETIRE COBB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,300.000,137.000,357.000,0.0000,DS-000124555456,124555456,"",2006-04-20,2005-04-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:07:00+11,2019-08-02 20:24:57+10,N,HBRA
6263,,KALIMNA ESPLANADE,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,151.000,230.000,0.0000,DS-000089940033,89940033,"",1996-09-19,1938-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:50+11,2019-08-02 20:23:05+10,N,LBRA
6305,,LEILANI P3 ROBERTS,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,13.000,33.000,0.0000,DS-000049412993,49412993,"",1996-09-19,1985-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:34+10,N,LBRA
6324,,BRIGHTWELL MOOROODUC,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,63.000,9.000,63.000,0.0000,DS-000109213926,109213926,"",1998-03-27,1997-03-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:53+11,2019-08-02 20:22:58+10,N,HBRA
6559,,PADUA SOVEREIGN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,300.000,153.000,332.000,0.0000,DS-000049401307,49401307,"",1996-09-19,1985-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:23:36+10,N,LBRA
6740,,MOOROODUC 1N TYABB MTN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,59.000,51.000,0.0000,DS-000118929156,118929156,"",2002-07-17,2001-07-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:57+11,2019-08-02 20:24:18+10,N,HBRA
7084,,ROBERTS L13 BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,9.000,75.000,0.0000,DS-000109528130,109528130,"",1998-10-29,1997-10-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:53+11,2019-08-02 20:24:42+10,N,HBRA
7642,,NEPEAN 1S COBB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,17.000,124.000,0.0000,DS-000120600789,120600789,"",2003-09-01,2002-09-01,Y,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:58+11,2019-08-02 20:25:10+10,N,HBRA
7974,,HOMEMAKER NEPEAN,0,RWB,in service,distribution,Y,N,11,indoor,0.000,0.00,1000.000,146.000,1000.000,0.0000,DS-000049401229,49401229,"",1996-09-19,1974-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2019-04-12 09:10:44+10,2019-04-11 20:00:39+10,2019-08-02 20:23:06+10,N,LBRA
8026,,CHANNEL BELEURA,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,342.000,349.000,0.0000,DS-000049389366,49389366,"",1996-09-19,1963-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:23:01+10,N,LBRA
8169,,MOOROODUC 2N TYAB MTN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,20.000,75.000,0.0000,DS-000050559290,50559290,"",1996-09-19,1951-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:23:28+10,N,HBRA
8264,,SHOTTON GRANT,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,28.000,150.000,0.0000,DS-000049413071,49413071,"",1996-09-19,1953-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:35+10,N,HBRA
8318,,ILLOWA TARANNA,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,89.000,219.000,0.0000,DS-000049389348,49389348,"",1996-09-19,1969-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:25:10+10,N,LBRA
8403,,CARAAR CREEK N57 KALIMNA,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,315.000,8.000,473.000,0.0000,DS-000127429032,127429032,"",2008-04-07,2007-04-01,N,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:07:02+11,2019-08-02 20:24:02+10,N,LBRA
8414,,BATA NEPEAN,0,RWB,in service,distribution,Y,N,11,ground,0.000,0.00,1000.000,262.000,1242.000,0.0000,DS-000049401289,49401289,"",1996-09-19,1967-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:22:49+10,N,LBRA
8539,,INGLIS BUTLER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,158.000,220.000,0.0000,DS-000049389372,49389372,"",1996-09-19,1958-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:24:47+10,N,LBRA
8890,,EXFORD PARWAN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,300.000,165.000,340.000,0.0000,DS-000049401247,49401247,"",1996-09-19,1977-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:23:31+10,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,80.000,114.000,0.0000,DS-000049389342,49389342,"",1996-09-19,1978-06-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:21+11,2019-08-02 20:23:47+10,N,LBRA
9025,,BUNGOWER MOOROODUC,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,16.000,62.000,0.0000,DS-000050559302,50559302,"",1996-09-19,1974-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:24:09+10,N,HBRA
9099,,PINECLIFF 1 SUNNYSIDE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,100.000,67.000,105.000,0.0000,DS-000114333805,114333805,"",1999-03-22,1932-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:54+11,2019-08-02 20:23:09+10,N,HBRA
9760,,SRWSC SHOTTON,0,RWB,in service,distribution,Y,N,11,ground,0.000,0.00,1000.000,-551.000,1414.000,0.0000,DS-000088994622,88994622,"",1996-09-19,1978-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:50+11,2019-08-02 20:24:52+10,N,HBRA
10068,,ROBERTS L3 MTN TYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,8.000,38.000,0.0000,DS-000049412933,49412933,"",1996-09-19,1987-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:56+10,N,HBRA
10165,,JACARANDA PAR,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,300.000,252.000,342.000,0.0000,DS-000082598598,82598598,"",1996-09-19,1993-05-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:48+11,2019-08-02 20:24:54+10,N,LBRA
10542,,SHOTTON NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,61.000,107.000,0.0000,DS-000049401301,49401301,"",1996-09-19,1969-01-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:11+10,N,HBRA
10808,,BUNGOWER BALCOMBE,0,WB,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,10.000,12.000,0.0000,DS-000049413053,49413053,"",1996-09-19,1981-09-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:36+10,N,HBRA
11198,,CARAVAN PK BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,209.000,216.000,0.0000,DS-000049401265,49401265,"",1996-09-19,1982-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:23:45+10,N,LBRA
11234,,ROBERTS L12 BUNGOWER,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,3.000,11.000,0.0000,DS-000049412939,49412939,"",1996-09-19,1984-02-01,N,Unknown,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:12+10,N,LBRA
11397,,LEILANI P5 ROBERTS,0,RW,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,11.000,30.000,0.0000,DS-000049413005,49413005,"",1996-09-19,1985-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:48+10,N,LBRA
11406,,NEPEAN P167 BUNGOWER,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,750.000,19.000,756.000,0.0000,DS-000049401241,49401241,"",2002-02-18,1984-11-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:14+10,N,LBRA
11682,,ROBERTS P12 MTNTYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,60.000,72.000,0.0000,DS-000049412951,49412951,"",1996-09-19,1984-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:24:17+10,N,HBRA
11804,,KALIMNA MILLICENT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,141.000,208.000,0.0000,DS-000089940037,89940037,"",1996-09-19,1989-05-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:50+11,2019-08-02 20:23:30+10,N,LBRA
11860,,BUNGOWER BALDOCK,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,29.000,75.000,0.0000,DS-000049413023,49413023,"",1996-09-19,1978-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-09-21 09:15:44+10,2018-09-20 20:11:18+10,2019-08-02 20:25:04+10,N,HBRA
12171,,ROBERTS P18 MTNTYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,23.000,38.000,0.0000,DS-000049412903,49412903,"",1996-09-19,1984-07-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:22:49+10,N,HBRA
12196,,ROBERTS P9 MTN TYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,100.000,20.000,146.000,0.0000,DS-000049412981,49412981,"",1996-09-19,1983-01-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:23+11,2019-08-02 20:23:01+10,N,HBRA
12200,,GOLF CLUB PUMP MTN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,63.000,4.000,52.000,0.0000,DS-000049401277,49401277,"",1996-09-19,1969-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:41+10,N,LBRA
12226,,BARKLY MORVEN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,200.000,262.000,220.000,0.0000,DS-000079451911,79451911,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:47+11,2019-08-02 20:23:33+10,N,LBRA
12260,,GRANT COBB,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,9.000,38.000,0.0000,DS-000050559320,50559320,"",1996-09-19,1981-12-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:24:30+10,N,HBRA
12326,,BUNGOWER RACECOURSE,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,396.000,352.000,0.0000,DS-000049401271,49401271,"",1996-09-19,1986-03-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:22:44+10,N,HBRA
12483,,SUNNYSIDE 1 NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,2.000,47.000,0.0000,DS-000109513308,109513308,"",1997-03-12,1996-03-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:53+11,2019-08-02 20:24:31+10,N,HBRA
12579,,BARKLY BATH,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,186.000,354.000,0.0000,DS-000127052311,127052311,"",2007-10-11,2006-10-01,Y,,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:07:01+11,2019-08-02 20:24:20+10,N,LBRA
12593,,SUNNYSIDE 3 NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,0.00,315.000,49.000,364.000,0.0000,DS-000125135229,125135229,"",2006-07-25,2005-07-01,N,,2019-08-04 13:21:06+10,2018-06-28 09:53:21+10,2018-06-28 02:00:45+10,2019-08-02 20:24:38+10,N,HBRA
13216,,ROBERTS P15 MTNTYABB,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,25.000,7.000,38.000,0.0000,DS-000049412909,49412909,"",1996-09-19,1984-10-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:22+11,2019-08-02 20:24:37+10,N,HBRA
13234,,MOORDUC P146 BUNGOWR,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,10.000,7.000,11.000,0.0000,DS-000050559314,50559314,"",1996-09-19,1984-05-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-03-11 09:50:58+11,2018-03-09 09:06:29+11,2019-08-02 20:22:40+10,N,HBRA
13318,,BALDOCK BUNGOWER,0,BR,in service,distribution,Y,N,11,single pole,0.000,0.00,50.000,8.000,57.000,0.0000,DS-000049413041,49413041,"",1996-09-19,1978-06-01,N,separate HV and LV,2019-08-04 13:21:06+10,2018-09-19 09:16:28+10,2018-09-19 02:00:37+10,2019-08-02 20:24:57+10,N,HBRA
14795,,SILVERWOOD WOODHAVEN,0,unknown,in service,distribution,Y,N,11,kiosk/padmount,0.000,0.00,500.000,0.000,0.000,0.0000,DS-000148049604,148049604,"",1996-09-07,2018-09-01,N,,2019-08-04 13:21:06+10,2018-09-19 09:16:28+10,2018-09-19 02:00:37+10,2019-08-02 20:25:02+10,N,HBRA
179,,NEPEAN BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,472.49,500.000,280.540,539.063,0.8570,DS-000114336922,114336922,"",1999-05-10,1998-05-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:29+10,2019-10-30 17:42:48+11,N,LBRA
